"Ativo","Data","LPA| Em moeda orig| de 12 meses| consolid:sim*| ajust p/ prov","VPA| Em moeda orig| consolid:sim*| ajust p/ prov","Vendas/Acao| Em moeda orig| de 12 meses| consolid:sim*| ajust p/ prov","EBITDA/Acao| Em moeda orig| de 12 meses| consolid:sim*| ajust p/ prov"
"GGBR4<XBSP>","4T2018",1.2878143224,14.447507126,25.802188702,3.3197999074
"GGBR4<XBSP>","1T2019",1.2947087981,14.727501373,25.647480678,3.3701719577
"GGBR4<XBSP>","2T2019",1.1135364584,14.794781947,24.61307908,3.2692592494
"GGBR4<XBSP>","3T2019",0.8343108212,15.30682793,23.001752719,2.9654932086
"GGBR4<XBSP>","4T2019",0.67560709612,15.110648124,22.250538718,2.9512258713
"GGBR4<XBSP>","1T2020",0.54496112425,16.312608676,21.793715486,2.6887173568
"GGBR4<XBSP>","2T2020",0.51424807468,16.824394025,20.992084212,2.6510499117
"GGBR4<XBSP>","3T2020",0.79410332953,17.506580203,22.263896069,3.1109435488
"GGBR4<XBSP>","4T2020",1.3250785344,17.276863755,24.54086347,4.3091709224
"GGBR4<XBSP>","1T2021",2.5759080063,19.235552474,28.516882631,6.0864461134
"GGBR4<XBSP>","2T2021",4.5888595548,20.053873661,34.305787625,8.7707039162
"GGBR4<XBSP>","3T2021",7.2653495673,22.940369962,39.3685059,12.139060115
"GGBR4<XBSP>","4T2021",8.6575506595,23.787531404,43.7764069,13.232414852
"GGBR4<XBSP>","1T2022",8.916284883,23.604658074,45.974139639,14.042082853
"GGBR4<XBSP>","2T2022",9.1173043155,26.611228995,48.101012896,14.203996948
"GGBR4<XBSP>","3T2022",7.6978957015,28.069415615,48.091557581,12.628863614
"GGBR4<XBSP>","4T2022",6.4238671635,26.401317527,46.335349321,11.592326856
"GGBR4<XBSP>","1T2023",6.6225235477,27.796246504,45.796721618,11.287681014
"GGBR4<XBSP>","2T2023",5.4421328176,28.000567309,43.405315814,9.7332216639
"GGBR4<XBSP>","3T2023",4.6481641177,28.925885707,41.252618391,8.6156898168
"GGBR4<XBSP>","4T2023",4.2900616953,28.041343596,39.412550508,7.7204651554
"GOAU3<XBSP>","4T1986",1.8139895849E-9,9.7657175047E-9,6.4733974293E-8,1.7504328959E-8
"GOAU3<XBSP>","1T1987","-","-","-","-"
"GOAU3<XBSP>","2T1987","-","-","-","-"
"GOAU3<XBSP>","3T1987","-","-","-","-"
"GOAU3<XBSP>","4T1987",5.2544946019E-9,4.0825489797E-8,1.8151418406E-7,5.795821919E-8
"GOAU3<XBSP>","1T1988","-","-","-","-"
"GOAU3<XBSP>","2T1988","-","-","-","-"
"GOAU3<XBSP>","3T1988","-","-","-","-"
"GOAU3<XBSP>","4T1988",3.912203262E-8,3.1798663068E-7,0.0000030450189744,5.9633475225E-7
"GOAU3<XBSP>","1T1989","-","-","-","-"
"GOAU3<XBSP>","2T1989","-","-","-","-"
"GOAU3<XBSP>","3T1989","-","-","-","-"
"GOAU3<XBSP>","4T1989",0.0000013181463258,0.000006171922596,0.000046981556504,0.0000089448792481
"GOAU3<XBSP>","1T1990","-","-","-","-"
"GOAU3<XBSP>","2T1990","-","-","-","-"
"GOAU3<XBSP>","3T1990","-","-","-","-"
"GOAU3<XBSP>","4T1990",0.0000057266624659,0.00010151049264,0.00058423860146,0.000090674359968
"GOAU3<XBSP>","1T1991","-","-","-","-"
"GOAU3<XBSP>","2T1991","-","-","-","-"
"GOAU3<XBSP>","3T1991","-","-","-","-"
"GOAU3<XBSP>","4T1991",0.000034386425892,0.0008371243128,0.0032013497995,0.00069177994418
"GOAU3<XBSP>","1T1992","-","-","-","-"
"GOAU3<XBSP>","2T1992","-","-","-","-"
"GOAU3<XBSP>","3T1992","-","-","-","-"
"GOAU3<XBSP>","4T1992",0.00073446143098,0.0082029944271,0.038807272479,0.0072459617353
"GOAU3<XBSP>","1T1993","-","-","-","-"
"GOAU3<XBSP>","2T1993","-","-","-","-"
"GOAU3<XBSP>","3T1993","-","-","-","-"
"GOAU3<XBSP>","4T1993",0.008468324143,0.17321057108,0.78685946869,0.10290828646
"GOAU3<XBSP>","1T1994","-","-","-","-"
"GOAU3<XBSP>","2T1994","-","-","-","-"
"GOAU3<XBSP>","3T1994","-","-","-","-"
"GOAU3<XBSP>","4T1994",0.43042572502,1.7938810722,8.1028780135,1.1508424437
"GOAU3<XBSP>","1T1995","-",6.4870026981,"-","-"
"GOAU3<XBSP>","2T1995","-",2.0770023458,"-","-"
"GOAU3<XBSP>","3T1995","-",7.4880781815,"-","-"
"GOAU3<XBSP>","4T1995",0.27866456166,2.3415096322,9.5439477494,1.2946461861
"GOAU3<XBSP>","1T1996",0.26867810651,7.8323727901,9.4379081548,"-"
"GOAU3<XBSP>","2T1996",0.33980354435,7.9124240028,9.5296661532,"-"
"GOAU3<XBSP>","3T1996",0.42629380113,8.0832589311,9.9049612073,"-"
"GOAU3<XBSP>","4T1996",0.23730855661,1.9567346222,9.6691206326,1.91236173
"GOAU3<XBSP>","1T1997",0.30747284608,6.6061356271,9.3668178745,"-"
"GOAU3<XBSP>","2T1997",0.35683270957,4.196358992,9.1308732547,"-"
"GOAU3<XBSP>","3T1997",0.30007903029,4.2919517295,7.9267357558,"-"
"GOAU3<XBSP>","4T1997",0.25922657075,2.1325680579,6.6024111456,1.202119191
"GOAU3<XBSP>","1T1998","-","-","-","-"
"GOAU3<XBSP>","2T1998","-","-","-","-"
"GOAU3<XBSP>","3T1998","-","-","-","-"
"GOAU3<XBSP>","4T1998",0.32733897676,2.3825250501,5.8276710122,1.2314569214
"GOAU3<XBSP>","1T1999","-",2.4214522729,"-","-"
"GOAU3<XBSP>","2T1999","-","-","-","-"
"GOAU3<XBSP>","3T1999","-","-","-","-"
"GOAU3<XBSP>","4T1999",0.5542304517,2.6636460251,8.8702652178,2.6916981608
"GOAU3<XBSP>","1T2000","-","-","-","-"
"GOAU3<XBSP>","2T2000","-","-","-","-"
"GOAU3<XBSP>","3T2000","-","-","-","-"
"GOAU3<XBSP>","4T2000",0.58239527047,3.0948120273,13.883674593,2.974483773
"GOAU3<XBSP>","1T2001","-",6.8823598587,"-","-"
"GOAU3<XBSP>","2T2001","-",3.362839914,"-","-"
"GOAU3<XBSP>","3T2001","-",3.5785698719,"-","-"
"GOAU3<XBSP>","4T2001",0.67683507482,3.5502259069,15.73347368,3.8934422528
"GOAU3<XBSP>","1T2002",0.60493577661,3.7227478841,16.568776316,"-"
"GOAU3<XBSP>","2T2002",0.78719965591,3.7642992605,17.803344633,"-"
"GOAU3<XBSP>","3T2002",1.0354712004,4.2279507385,21.094958578,"-"
"GOAU3<XBSP>","4T2002",1.1596978187,4.2111575805,24.479566807,6.6848926271
"GOAU3<XBSP>","1T2003",1.3280168306,4.4603322415,28.936222456,"-"
"GOAU3<XBSP>","2T2003",1.3484946324,4.6806196828,31.747868199,"-"
"GOAU3<XBSP>","3T2003",1.2155229888,4.9201883203,33.178241315,"-"
"GOAU3<XBSP>","4T2003",1.5368665522,5.2869222067,35.716247057,6.3391112736
"GOAU3<XBSP>","1T2004",1.6435270712,5.6021250744,38.009145488,"-"
"GOAU3<XBSP>","2T2004",2.3103563392,6.3138676398,44.166466404,"-"
"GOAU3<XBSP>","3T2004",3.3583664844,7.5161419375,48.92227741,"-"
"GOAU3<XBSP>","4T2004",3.8668621722,7.9771061568,52.732050245,14.789187488
"GOAU3<XBSP>","1T2005",4.2614842466,8.8168640715,57.264847311,"-"
"GOAU3<XBSP>","2T2005",4.2320428895,9.4972252153,57.632413251,"-"
"GOAU3<XBSP>","3T2005",3.7263118048,10.108526754,57.293724759,"-"
"GOAU3<XBSP>","4T2005",3.4415522055,10.433577171,57.321470705,13.949690426
"GOAU3<XBSP>","1T2006",3.5131635641,11.344995377,56.781632378,12.833656656
"GOAU3<XBSP>","2T2006",3.5316498238,12.005425258,58.089651107,13.018600729
"GOAU3<XBSP>","3T2006",3.6008180006,12.667608695,60.799367964,14.276681103
"GOAU3<XBSP>","4T2006",3.6451972413,12.916562953,63.796313287,13.541940506
"GOAU3<XBSP>","1T2007",3.6010538108,13.783829979,66.246259018,13.878878963
"GOAU3<XBSP>","2T2007",3.4730276609,14.317003712,68.53907857,13.248155089
"GOAU3<XBSP>","3T2007",4.1239994792,15.349128537,77.455673126,15.262339906
"GOAU3<XBSP>","4T2007",4.9581225102,17.009432014,83.188482671,16.93325308
"GOAU3<XBSP>","1T2008",5.1533714491,17.977913164,89.866498008,19.028176477
"GOAU3<XBSP>","2T2008",6.5659129982,19.922952385,99.935382314,22.630461388
"GOAU3<XBSP>","3T2008",5.926150666,22.827758695,105.49851173,26.258626729
"GOAU3<XBSP>","4T2008",4.6034191936,24.044050165,106.33050973,25.272195088
"GOAU3<XBSP>","1T2009",3.5336340242,23.216557093,98.919378154,21.322084555
"GOAU3<XBSP>","2T2009",0.99373374857,21.25614137,86.689586185,13.377586704
"GOAU3<XBSP>","3T2009",0.55599604623,21.092514222,72.822658003,6.9651194748
"GOAU3<XBSP>","4T2009",0.91981090389,20.653454652,65.301424379,6.271951328
"GOAU3<XBSP>","1T2010",1.3703406735,21.215688542,65.645402797,8.1881975942
"GOAU3<XBSP>","2T2010",2.5351028116,21.570340334,70.306136783,13.625977697
"GOAU3<XBSP>","3T2010",2.5173627067,21.08128703,73.706841068,13.700793698
"GOAU3<XBSP>","4T2010",2.2038180259,19.264898234,77.242554166,13.528451318
"GOAU3<XBSP>","1T2011",2.1205982025,18.695634058,80.333381261,12.831513452
"GOAU3<XBSP>","2T2011",1.8062400385,20.321273972,82.09049342,11.809523971
"GOAU3<XBSP>","3T2011",1.9273754582,22.382597527,84.003038781,11.695071902
"GOAU3<XBSP>","4T2011",1.8712549867,22.242950035,87.11794483,11.417732996
"GOAU3<XBSP>","1T2012",1.7611882318,22.395866942,89.174089211,11.179594219
"GOAU3<XBSP>","2T2012",1.7757346405,24.22345638,91.549845989,11.02052609
"GOAU3<XBSP>","3T2012",1.4295340491,24.621989104,93.645618845,10.568064376
"GOAU3<XBSP>","4T2012",1.1237814301,24.521094308,93.453462065,10.206190472
"GOAU3<XBSP>","1T2013",0.942864162,24.217588115,93.370090868,9.6882231699
"GOAU3<XBSP>","2T2013",0.84083015922,25.766357443,93.141331859,9.5891712794
"GOAU3<XBSP>","3T2013",0.99164826996,26.302136222,94.801996828,10.513143809
"GOAU3<XBSP>","4T2013",1.2428518561,27.353028137,98.082549088,11.680013316
"GOAU3<XBSP>","1T2014",1.5140616753,26.917851356,101.49824368,12.662240375
"GOAU3<XBSP>","2T2014",1.3832276531,26.84425076,102.87701539,12.574467364
"GOAU3<XBSP>","3T2014",1.0804965142,28.258138562,103.39844214,12.123757519
"GOAU3<XBSP>","4T2014",0.49737547306,28.531939276,104.68478313,12.542072571
"GOAU3<XBSP>","1T2015",0.23634223485,31.738849111,104.42298714,12.27951383
"GOAU3<XBSP>","2T2015",0.072303918728,30.711833778,105.20190157,12.314703738
"GOAU3<XBSP>","3T2015",-2.5825805308,31.665794743,108.20222139,7.5749390159
"GOAU3<XBSP>","4T2015",-4.9905022958,13.272380019,93.382241573,-1.5609367859
"GOAU3<XBSP>","1T2016",-4.1164386567,12.422466995,73.146158306,-1.5791278378
"GOAU3<XBSP>","2T2016",-3.4946197482,10.97642744,59.717230265,-1.4889539555
"GOAU3<XBSP>","3T2016",-1.8089026278,11.051438715,46.953560778,0.95334912397
"GOAU3<XBSP>","4T2016",-1.5187550458,8.9647378327,41.50158124,0.9823193271
"GOAU3<XBSP>","1T2017",-1.127487611,9.1358707454,39.143465927,1.8936085796
"GOAU3<XBSP>","2T2017",-1.0436639064,9.2775379961,37.283620968,1.8192600879
"GOAU3<XBSP>","3T2017",-0.94853931508,9.099325817,37.41800845,1.7174865198
"GOAU3<XBSP>","4T2017",-0.20929515088,8.6967702269,38.008906854,3.2784096378
"GOAU3<XBSP>","1T2018",-0.34001710481,8.8173433144,39.831677362,2.9375944786
"GOAU3<XBSP>","2T2018",-0.10754405134,9.4034299255,42.741459969,3.5751360966
"GOAU3<XBSP>","3T2018",0.14313064563,9.8571336836,46.163144865,4.2345869533
"GOAU3<XBSP>","4T2018",0.81783636494,9.5415247732,47.247092896,6.0538898554
"GOAU3<XBSP>","1T2019",0.82275629995,9.7083141371,46.833370738,6.1291027764
"GOAU3<XBSP>","2T2019",0.70126813361,9.7470771001,44.868896839,5.9396305415
"GOAU3<XBSP>","3T2019",0.51044460282,9.3834622705,41.2159517,5.3028964842
"GOAU3<XBSP>","4T2019",0.41633007794,9.2638972446,38.827605304,5.1409121336
"GOAU3<XBSP>","1T2020",0.33395123684,9.9938352151,37.131821299,4.5730721294
"GOAU3<XBSP>","2T2020",0.30913365238,10.303904271,34.950771863,4.405369974
"GOAU3<XBSP>","3T2020",0.4893222367,10.731090586,36.751618989,5.1389889586
"GOAU3<XBSP>","4T2020",0.80755144315,10.822231535,40.532163571,7.1096462685
"GOAU3<XBSP>","1T2021",1.4761398115,11.895687685,47.11453333,10.042360402
"GOAU3<XBSP>","2T2021",2.3909573125,12.341614315,56.721773913,14.487278678
"GOAU3<XBSP>","3T2021",3.9571862553,13.887549729,65.135349463,20.048951576
"GOAU3<XBSP>","4T2021",4.6839965229,13.637565688,72.475640929,21.871839029
"GOAU3<XBSP>","1T2022",4.6685522753,13.552669968,76.16441273,23.234007787
"GOAU3<XBSP>","2T2022",4.9214215993,15.213264653,79.717651504,23.484619139
"GOAU3<XBSP>","3T2022",4.1905107159,15.972996269,79.794778192,20.907091674
"GOAU3<XBSP>","4T2022",3.5091597089,15.935465779,77.230078868,19.263290025
"GOAU3<XBSP>","1T2023",3.6695562049,16.755237487,76.719457262,18.85005859
"GOAU3<XBSP>","2T2023",3.0684220075,16.850552144,73.093862977,16.330509844
"GOAU3<XBSP>","3T2023",2.6538525596,17.379667017,69.780489929,14.511348195
"GOAU3<XBSP>","4T2023",2.4792598144,16.23020122,66.733862377,13.030849587
"GOAU4<XBSP>","4T1986",1.9163330633E-9,1.031668952E-8,6.8386200388E-8,1.8491905694E-8
"GOAU4<XBSP>","1T1987","-","-","-","-"
"GOAU4<XBSP>","2T1987","-","-","-","-"
"GOAU4<XBSP>","3T1987","-","-","-","-"
"GOAU4<XBSP>","4T1987",5.5509479328E-9,4.3128823106E-8,1.9175503281E-7,6.1228163959E-8
"GOAU4<XBSP>","1T1988","-","-","-","-"
"GOAU4<XBSP>","2T1988","-","-","-","-"
"GOAU4<XBSP>","3T1988","-","-","-","-"
"GOAU4<XBSP>","4T1988",4.1329258579E-8,3.3592711839E-7,0.0000032168158999,6.2997936264E-7
"GOAU4<XBSP>","1T1989","-","-","-","-"
"GOAU4<XBSP>","2T1989","-","-","-","-"
"GOAU4<XBSP>","3T1989","-","-","-","-"
"GOAU4<XBSP>","4T1989",0.0000013925148234,0.000006520136297,0.000049632208941,0.0000094495403904
"GOAU4<XBSP>","1T1990","-","-","-","-"
"GOAU4<XBSP>","2T1990","-","-","-","-"
"GOAU4<XBSP>","3T1990","-","-","-","-"
"GOAU4<XBSP>","4T1990",0.0000060497550355,0.00010723761312,0.00061720075911,0.000095790116683
"GOAU4<XBSP>","1T1991","-","-","-","-"
"GOAU4<XBSP>","2T1991","-","-","-","-"
"GOAU4<XBSP>","3T1991","-","-","-","-"
"GOAU4<XBSP>","4T1991",0.000036326473655,0.0008843540294,0.0033819667538,0.00073080947685
"GOAU4<XBSP>","1T1992","-","-","-","-"
"GOAU4<XBSP>","2T1992","-","-","-","-"
"GOAU4<XBSP>","3T1992","-","-","-","-"
"GOAU4<XBSP>","4T1992",0.00077589901045,0.0086657991697,0.040996739985,0.0076547716504
"GOAU4<XBSP>","1T1993","-","-","-","-"
"GOAU4<XBSP>","2T1993","-","-","-","-"
"GOAU4<XBSP>","3T1993","-","-","-","-"
"GOAU4<XBSP>","4T1993",0.0089460985228,0.18298293828,0.83125329306,0.10871426907
"GOAU4<XBSP>","1T1994","-","-","-","-"
"GOAU4<XBSP>","2T1994","-","-","-","-"
"GOAU4<XBSP>","3T1994","-","-","-","-"
"GOAU4<XBSP>","4T1994",0.454709914,1.8950900484,8.5600342881,1.2157718235
"GOAU4<XBSP>","1T1995","-",6.8529929033,"-","-"
"GOAU4<XBSP>","2T1995","-",2.1941847412,"-","-"
"GOAU4<XBSP>","3T1995","-",7.9105480645,"-","-"
"GOAU4<XBSP>","4T1995",0.29438653756,2.4736152641,10.082407737,1.3676888292
"GOAU4<XBSP>","1T1996",0.28383665661,8.2742674305,9.970385495,"-"
"GOAU4<XBSP>","2T1996",0.35897492052,8.3588350526,10.067320387,"-"
"GOAU4<XBSP>","3T1996",0.4503448711,8.5393083168,10.463789213,"-"
"GOAU4<XBSP>","4T1996",0.25069726806,2.0671316328,10.214642749,2.0202552664
"GOAU4<XBSP>","1T1997",0.32482015658,6.9788471931,9.8952843721,"-"
"GOAU4<XBSP>","2T1997",0.37696485421,4.43311337,9.6460279929,"-"
"GOAU4<XBSP>","3T1997",0.30007903029,4.2919517295,7.9267357558,"-"
"GOAU4<XBSP>","4T1997",0.25922657075,2.1325680579,6.6024111456,1.202119191
"GOAU4<XBSP>","1T1998","-","-","-","-"
"GOAU4<XBSP>","2T1998","-","-","-","-"
"GOAU4<XBSP>","3T1998","-","-","-","-"
"GOAU4<XBSP>","4T1998",0.32733897676,2.3825250501,5.8276710122,1.2314569214
"GOAU4<XBSP>","1T1999","-",2.4214522729,"-","-"
"GOAU4<XBSP>","2T1999","-","-","-","-"
"GOAU4<XBSP>","3T1999","-","-","-","-"
"GOAU4<XBSP>","4T1999",0.5542304517,2.6636460251,8.8702652178,2.6916981608
"GOAU4<XBSP>","1T2000","-","-","-","-"
"GOAU4<XBSP>","2T2000","-","-","-","-"
"GOAU4<XBSP>","3T2000","-","-","-","-"
"GOAU4<XBSP>","4T2000",0.58239527047,3.0948120273,13.883674593,2.974483773
"GOAU4<XBSP>","1T2001","-",6.8823598587,"-","-"
"GOAU4<XBSP>","2T2001","-",3.362839914,"-","-"
"GOAU4<XBSP>","3T2001","-",3.5785698719,"-","-"
"GOAU4<XBSP>","4T2001",0.67683507482,3.5502259069,15.73347368,3.8934422528
"GOAU4<XBSP>","1T2002",0.60493577661,3.7227478841,16.568776316,"-"
"GOAU4<XBSP>","2T2002",0.78719965591,3.7642992605,17.803344633,"-"
"GOAU4<XBSP>","3T2002",1.0354712004,4.2279507385,21.094958578,"-"
"GOAU4<XBSP>","4T2002",1.1596978187,4.2111575805,24.479566807,6.6848926271
"GOAU4<XBSP>","1T2003",1.3280168306,4.4603322415,28.936222456,"-"
"GOAU4<XBSP>","2T2003",1.3484946324,4.6806196828,31.747868199,"-"
"GOAU4<XBSP>","3T2003",1.2155229888,4.9201883203,33.178241315,"-"
"GOAU4<XBSP>","4T2003",1.5368665522,5.2869222067,35.716247057,6.3391112736
"GOAU4<XBSP>","1T2004",1.6435270712,5.6021250744,38.009145488,"-"
"GOAU4<XBSP>","2T2004",2.3103563392,6.3138676398,44.166466404,"-"
"GOAU4<XBSP>","3T2004",3.3583664844,7.5161419375,48.92227741,"-"
"GOAU4<XBSP>","4T2004",3.8668621722,7.9771061568,52.732050245,14.789187488
"GOAU4<XBSP>","1T2005",4.2614842466,8.8168640715,57.264847311,"-"
"GOAU4<XBSP>","2T2005",4.2320428895,9.4972252153,57.632413251,"-"
"GOAU4<XBSP>","3T2005",3.7263118048,10.108526754,57.293724759,"-"
"GOAU4<XBSP>","4T2005",3.4415522055,10.433577171,57.321470705,13.949690426
"GOAU4<XBSP>","1T2006",3.5131635641,11.344995377,56.781632378,12.833656656
"GOAU4<XBSP>","2T2006",3.5316498238,12.005425258,58.089651107,13.018600729
"GOAU4<XBSP>","3T2006",3.6008180006,12.667608695,60.799367964,14.276681103
"GOAU4<XBSP>","4T2006",3.6451972413,12.916562953,63.796313287,13.541940506
"GOAU4<XBSP>","1T2007",3.6010538108,13.783829979,66.246259018,13.878878963
"GOAU4<XBSP>","2T2007",3.4730276609,14.317003712,68.53907857,13.248155089
"GOAU4<XBSP>","3T2007",4.1239994792,15.349128537,77.455673126,15.262339906
"GOAU4<XBSP>","4T2007",4.9581225102,17.009432014,83.188482671,16.93325308
"GOAU4<XBSP>","1T2008",5.1533714491,17.977913164,89.866498008,19.028176477
"GOAU4<XBSP>","2T2008",6.5659129982,19.922952385,99.935382314,22.630461388
"GOAU4<XBSP>","3T2008",5.926150666,22.827758695,105.49851173,26.258626729
"GOAU4<XBSP>","4T2008",4.6034191936,24.044050165,106.33050973,25.272195088
"GOAU4<XBSP>","1T2009",3.5336340242,23.216557093,98.919378154,21.322084555
"GOAU4<XBSP>","2T2009",0.99373374857,21.25614137,86.689586185,13.377586704
"GOAU4<XBSP>","3T2009",0.55599604623,21.092514222,72.822658003,6.9651194748
"GOAU4<XBSP>","4T2009",0.91981090389,20.653454652,65.301424379,6.271951328
"GOAU4<XBSP>","1T2010",1.3703406735,21.215688542,65.645402797,8.1881975942
"GOAU4<XBSP>","2T2010",2.5351028116,21.570340334,70.306136783,13.625977697
"GOAU4<XBSP>","3T2010",2.5173627067,21.08128703,73.706841068,13.700793698
"GOAU4<XBSP>","4T2010",2.2038180259,19.264898234,77.242554166,13.528451318
"GOAU4<XBSP>","1T2011",2.1205982025,18.695634058,80.333381261,12.831513452
"GOAU4<XBSP>","2T2011",1.8062400385,20.321273972,82.09049342,11.809523971
"GOAU4<XBSP>","3T2011",1.9273754582,22.382597527,84.003038781,11.695071902
"GOAU4<XBSP>","4T2011",1.8712549867,22.242950035,87.11794483,11.417732996
"GOAU4<XBSP>","1T2012",1.7611882318,22.395866942,89.174089211,11.179594219
"GOAU4<XBSP>","2T2012",1.7757346405,24.22345638,91.549845989,11.02052609
"GOAU4<XBSP>","3T2012",1.4295340491,24.621989104,93.645618845,10.568064376
"GOAU4<XBSP>","4T2012",1.1237814301,24.521094308,93.453462065,10.206190472
"GOAU4<XBSP>","1T2013",0.942864162,24.217588115,93.370090868,9.6882231699
"GOAU4<XBSP>","2T2013",0.84083015922,25.766357443,93.141331859,9.5891712794
"GOAU4<XBSP>","3T2013",0.99164826996,26.302136222,94.801996828,10.513143809
"GOAU4<XBSP>","4T2013",1.2428518561,27.353028137,98.082549088,11.680013316
"GOAU4<XBSP>","1T2014",1.5140616753,26.917851356,101.49824368,12.662240375
"GOAU4<XBSP>","2T2014",1.3832276531,26.84425076,102.87701539,12.574467364
"GOAU4<XBSP>","3T2014",1.0804965142,28.258138562,103.39844214,12.123757519
"GOAU4<XBSP>","4T2014",0.49737547306,28.531939276,104.68478313,12.542072571
"GOAU4<XBSP>","1T2015",0.23634223485,31.738849111,104.42298714,12.27951383
"GOAU4<XBSP>","2T2015",0.072303918728,30.711833778,105.20190157,12.314703738
"GOAU4<XBSP>","3T2015",-2.5825805308,31.665794743,108.20222139,7.5749390159
"GOAU4<XBSP>","4T2015",-4.9905022958,13.272380019,93.382241573,-1.5609367859
"GOAU4<XBSP>","1T2016",-4.1164386567,12.422466995,73.146158306,-1.5791278378
"GOAU4<XBSP>","2T2016",-3.4946197482,10.97642744,59.717230265,-1.4889539555
"GOAU4<XBSP>","3T2016",-1.8089026278,11.051438715,46.953560778,0.95334912397
"GOAU4<XBSP>","4T2016",-1.5187550458,8.9647378327,41.50158124,0.9823193271
"GOAU4<XBSP>","1T2017",-1.127487611,9.1358707454,39.143465927,1.8936085796
"GOAU4<XBSP>","2T2017",-1.0436639064,9.2775379961,37.283620968,1.8192600879
"GOAU4<XBSP>","3T2017",-0.94853931508,9.099325817,37.41800845,1.7174865198
"GOAU4<XBSP>","4T2017",-0.20929515088,8.6967702269,38.008906854,3.2784096378
"GOAU4<XBSP>","1T2018",-0.34001710481,8.8173433144,39.831677362,2.9375944786
"GOAU4<XBSP>","2T2018",-0.10754405134,9.4034299255,42.741459969,3.5751360966
"GOAU4<XBSP>","3T2018",0.14313064563,9.8571336836,46.163144865,4.2345869533
"GOAU4<XBSP>","4T2018",0.81783636494,9.5415247732,47.247092896,6.0538898554
"GOAU4<XBSP>","1T2019",0.82275629995,9.7083141371,46.833370738,6.1291027764
"GOAU4<XBSP>","2T2019",0.70126813361,9.7470771001,44.868896839,5.9396305415
"GOAU4<XBSP>","3T2019",0.51044460282,9.3834622705,41.2159517,5.3028964842
"GOAU4<XBSP>","4T2019",0.41633007794,9.2638972446,38.827605304,5.1409121336
"GOAU4<XBSP>","1T2020",0.33395123684,9.9938352151,37.131821299,4.5730721294
"GOAU4<XBSP>","2T2020",0.30913365238,10.303904271,34.950771863,4.405369974
"GOAU4<XBSP>","3T2020",0.4893222367,10.731090586,36.751618989,5.1389889586
"GOAU4<XBSP>","4T2020",0.80755144315,10.822231535,40.532163571,7.1096462685
"GOAU4<XBSP>","1T2021",1.4761398115,11.895687685,47.11453333,10.042360402
"GOAU4<XBSP>","2T2021",2.3909573125,12.341614315,56.721773913,14.487278678
"GOAU4<XBSP>","3T2021",3.9571862553,13.887549729,65.135349463,20.048951576
"GOAU4<XBSP>","4T2021",4.6839965229,13.637565688,72.475640929,21.871839029
"GOAU4<XBSP>","1T2022",4.6685522753,13.552669968,76.16441273,23.234007787
"GOAU4<XBSP>","2T2022",4.9214215993,15.213264653,79.717651504,23.484619139
"GOAU4<XBSP>","3T2022",4.1905107159,15.972996269,79.794778192,20.907091674
"GOAU4<XBSP>","4T2022",3.5091597089,15.935465779,77.230078868,19.263290025
"GOAU4<XBSP>","1T2023",3.6695562049,16.755237487,76.719457262,18.85005859
"GOAU4<XBSP>","2T2023",3.0684220075,16.850552144,73.093862977,16.330509844
"GOAU4<XBSP>","3T2023",2.6538525596,17.379667017,69.780489929,14.511348195
"GOAU4<XBSP>","4T2023",2.4792598144,16.23020122,66.733862377,13.030849587
"NINJ3<XBSP>","4T2022",-0.31544294826,5.550207027,1.135459222,-0.9471451776
"NINJ3<XBSP>","1T2023","-",5.4718764293,"-","-"
"NINJ3<XBSP>","2T2023","-",5.516386917,"-","-"
"NINJ3<XBSP>","3T2023","-",5.6144044836,"-","-"
"NINJ3<XBSP>","4T2023",0.072776225597,5.5187295742,1.2178520052,-0.48037835703
"GOLL3<XBSP>","4T2003",1.961286579,3.6739545145,24.299904193,4.268961171
"GOLL3<XBSP>","1T2004","-",5.2851716073,"-","-"
"GOLL3<XBSP>","2T2004","-",4.6074553569,"-","-"
"GOLL3<XBSP>","3T2004","-",5.0682403502,"-","-"
"GOLL3<XBSP>","4T2004",1.8882718323,5.3524951611,12.227988316,3.1632132473
"GOLL3<XBSP>","1T2005",2.1693200457,5.8686008009,12.685695368,"-"
"GOLL3<XBSP>","2T2005",1.8826188123,7.2499423872,12.108062371,"-"
"GOLL3<XBSP>","3T2005",2.0222133749,7.8480813647,12.922408522,"-"
"GOLL3<XBSP>","4T2005",2.1953389868,8.0262231339,13.803400548,2.8271348554
"GOLL3<XBSP>","1T2006",2.4186431289,8.6447043455,15.05782343,3.0525055117
"GOLL3<XBSP>","2T2006",2.6939189684,8.9577382955,16.480442748,3.4120442188
"GOLL3<XBSP>","3T2006",3.2798880526,9.7879473614,18.432455724,4.2579191188
"GOLL3<XBSP>","4T2006",3.4903467444,10.539733749,19.38772902,3.9023366936
"GOLL3<XBSP>","1T2007",3.1370336789,10.673852771,20.290572942,3.3905770755
"GOLL3<XBSP>","2T2007",3.4318574699,12.610721965,21.820553119,2.137876338
"GOLL3<XBSP>","3T2007",2.4819936568,12.448142564,22.67177356,0.68877633196
"GOLL3<XBSP>","4T2007",1.3456940542,11.917845191,24.892896949,0.035896600753
"GOLL3<XBSP>","1T2008",0.51157447429,11.312079821,27.530740621,-0.50352664297
"GOLL3<XBSP>","2T2008",-1.340809352,9.9845490282,28.903171961,-1.2072875203
